Reference, Value, Footprint, Datasheet, Part URL
"C707","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C706","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C709","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C712","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C711","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C710","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C713","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C716","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C715","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C714","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C717","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C718","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"D375","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D374","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D373","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D376","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D380","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D377","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D378","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D379","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D383","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D382","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D381","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D384","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"C373","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C376","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C375","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C374","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C377","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C380","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C379","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C378","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C381","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C383","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C382","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C384","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"J301","Conn_01x03","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical","~","Home"
"D386","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D385","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"C385","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C386","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"SW85","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW90","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW89","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW88","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW87","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW86","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW79","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW84","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW83","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW82","SW_Push","custom_keys:SW_Cherry_MX_2.25u_PCB","~"
"SW81","SW_Push","custom_keys:SW_Cherry_MX_1.50u_PCB","~"
"SW80","SW_Push","custom_keys:SW_Cherry_MX_2.00u_PCB","~"
"SW73","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW76","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW75","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW74","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW67","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW72","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW71","SW_Push","custom_keys:SW_Cherry_MX_1.75u_PCB","~"
"SW70","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW69","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW68","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW61","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW66","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW65","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW64","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW63","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW62","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW55","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW60","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW59","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW58","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW57","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW56","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW49","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW54","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW53","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW52","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW51","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW50","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW43","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW47","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW46","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW45","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW44","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW37","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW41","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW40","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW39","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW38","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW31","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW36","SW_Push","custom_keys:SW_Cherry_MX_6.25u_PCB","~"
"SW35","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW34","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW33","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW32","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW25","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW29","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW28","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW27","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW26","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW19","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW23","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW22","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW21","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW20","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW13","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW18","SW_Push","custom_keys:SW_Cherry_MX_1.25u_PCB","~"
"SW17","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW16","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW15","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW14","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW7","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW12","SW_Push","custom_keys:SW_Cherry_MX_1.25u_PCB","~"
"SW11","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW10","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW9","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW8","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW1","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"SW6","SW_Push","custom_keys:SW_Cherry_MX_1.25u_PCB","~"
"SW5","SW_Push","custom_keys:SW_Cherry_MX_2.25u_PCB","~"
"SW4","SW_Push","custom_keys:SW_Cherry_MX_1.75u_PCB","~"
"SW3","SW_Push","custom_keys:SW_Cherry_MX_1.50u_PCB","~"
"SW2","SW_Push","custom_keys:SW_Cherry_MX_1.00u_PCB","~"
"D6","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D12","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D18","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D54","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D60","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D66","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D72","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D84","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D90","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D36","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D5","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D11","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D17","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D23","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D29","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D35","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D41","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D47","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D53","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D59","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D65","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D71","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D83","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D89","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D4","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D10","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D16","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D22","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D28","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D34","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D40","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D46","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D52","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D58","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
