Reference, Value, Footprint, Datasheet, Part URL
"C327","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C326","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C333","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C336","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C335","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C334","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C337","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C340","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C339","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C338","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C341","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C344","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C343","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C342","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C345","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C348","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C347","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C346","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C349","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C352","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C351","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C350","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C353","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C356","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C355","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C354","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C357","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C359","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C358","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C329","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C332","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C331","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C330","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"D363","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D362","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D361","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D364","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D368","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D365","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D366","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D367","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D371","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D370","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D369","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D372","SK6812MINI","LED_SDM_MOD:SK6812-MINI-E","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"C361","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C364","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C363","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C362","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C365","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C368","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C367","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C366","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C369","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C371","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C370","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C360","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C372","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"D711","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D710","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D709","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D712","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D707","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D706","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D705","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D708","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D704","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D701","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D702","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D703","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D718","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D717","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D715","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D714","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D713","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"D716","SK6812MINI","LED_SDM_MOD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm","https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf","https://es.aliexpress.com/item/32782295214.html"
"J701","Conn_01x03","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical","~","Home"
"U701","74LVC1G125","Package_TO_SOT_SMD:SOT-23-5","https://datasheet.lcsc.com/lcsc/1809200051_Texas-Instruments-SN74LVC1G125DBVR_C23654.pdf","https://lcsc.com/product-detail/Buffers-Drivers_Texas-Instruments-SN74LVC1G125DBVR_C23654.html"
"C701","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C704","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C703","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C702","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C705","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
"C708","100nF","Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder","https://datasheet.lcsc.com/lcsc/1809211526_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.pdf","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_FH-Guangdong-Fenghua-Advanced-Tech-0603F104M500NT_C42998.html"
